scenario,region,year,sector,value
Evolving,North America,2065,Effective labor,1.4269346287476348
Evolving,North America,2070,Effective labor,1.445772182634178
Evolving,North America,2075,Effective labor,1.4604066524669974
Evolving,North America,2080,Effective labor,1.4685278719161476
Evolving,North America,2085,Effective labor,1.4755597976983221
Evolving,North America,2090,Effective labor,1.479437848622462
Evolving,North America,2095,Effective labor,1.4815970904054805
Evolving,North America,2100,Effective labor,1.478390341620344
Evolving,Pacific OECD,2015,Effective labor,1
Evolving,Pacific OECD,2020,Effective labor,1.048705119668143
Evolving,Pacific OECD,2025,Effective labor,1.0690092342215725
Evolving,Pacific OECD,2030,Effective labor,1.0846319876962278
Evolving,Pacific OECD,2035,Effective labor,1.094579497579943
Evolving,Pacific OECD,2040,Effective labor,1.1051562412455953
Evolving,Pacific OECD,2045,Effective labor,1.1129369213592821
Evolving,Pacific OECD,2050,Effective labor,1.115912057755375
Evolving,Pacific OECD,2055,Effective labor,1.116062145918169
Evolving,Pacific OECD,2060,Effective labor,1.111934590993194
Evolving,Pacific OECD,2065,Effective labor,1.104946065457995
Evolving,Pacific OECD,2070,Effective labor,1.0927177048774153
Evolving,Pacific OECD,2075,Effective labor,1.0790652935985265
Evolving,Pacific OECD,2080,Effective labor,1.0636765408584226
Evolving,Pacific OECD,2085,Effective labor,1.0464456566759923
Evolving,Pacific OECD,2090,Effective labor,1.0275196127702582
Evolving,Pacific OECD,2095,Effective labor,1.0084038121580832
Evolving,Pacific OECD,2100,Effective labor,0.9872674096327435
Evolving,Reforming,2015,Effective labor,1
Evolving,Reforming,2020,Effective labor,1.1134242250986626
Evolving,Reforming,2025,Effective labor,1.239029967268174
Evolving,Reforming,2030,Effective labor,1.3524142606447034
Evolving,Reforming,2035,Effective labor,1.4527882840382405
Evolving,Reforming,2040,Effective labor,1.5508260021643268
Evolving,Reforming,2045,Effective labor,1.6388802558737892
Evolving,Reforming,2050,Effective labor,1.710467296500911
Evolving,Reforming,2055,Effective labor,1.7637886010919377
Evolving,Reforming,2060,Effective labor,1.804040483625917
Evolving,Reforming,2065,Effective labor,1.8393158260186708
Evolving,Reforming,2070,Effective labor,1.8652449977902064
Evolving,Reforming,2075,Effective labor,1.8881440568896721
Evolving,Reforming,2080,Effective labor,1.9072675184247163
Evolving,Reforming,2085,Effective labor,1.923854526095553
Evolving,Reforming,2090,Effective labor,1.9350699752204532
Evolving,Reforming,2095,Effective labor,1.944031680825046
Evolving,Reforming,2100,Effective labor,1.9442294273703518
Evolving,Rest of Asia,2015,Effective labor,1
Evolving,Rest of Asia,2020,Effective labor,1.1048866238319728
Evolving,Rest of Asia,2025,Effective labor,1.211795358199639
Evolving,Rest of Asia,2030,Effective labor,1.300292881112938
Evolving,Rest of Asia,2035,Effective labor,1.3789876716722935
Evolving,Rest of Asia,2040,Effective labor,1.457310309222298
Evolving,Rest of Asia,2045,Effective labor,1.5348579595531253
Evolving,Rest of Asia,2050,Effective labor,1.6063516291460456
Evolving,Rest of Asia,2055,Effective labor,1.6541559622693507
Evolving,Rest of Asia,2060,Effective labor,1.6919310607572533
Evolving,Rest of Asia,2065,Effective labor,1.722806141182366
Evolving,Rest of Asia,2070,Effective labor,1.7446370356812513
Evolving,Rest of Asia,2075,Effective labor,1.7599696948357568
Evolving,Rest of Asia,2080,Effective labor,1.7689559146263867
Evolving,Rest of Asia,2085,Effective labor,1.7734561189832143
Evolving,Rest of Asia,2090,Effective labor,1.7741599731409772
Evolving,Rest of Asia,2095,Effective labor,1.7727138344304485
Evolving,Rest of Asia,2100,Effective labor,1.7681532668049937
Low transition,Africa,2015,Effective labor,1
Low transition,Africa,2020,Effective labor,1.13113364596629
Low transition,Africa,2025,Effective labor,1.3380675938803406
Low transition,Africa,2030,Effective labor,1.607015666022033
Low transition,Africa,2035,Effective labor,1.8887137287330453
Low transition,Africa,2040,Effective labor,2.1938040802447247
Low transition,Africa,2045,Effective labor,2.518152764115334
Low transition,Africa,2050,Effective labor,2.858182966108999
Low transition,Africa,2055,Effective labor,3.1925184073429906
Low transition,Africa,2060,Effective labor,3.5233015756051014
Low transition,Africa,2065,Effective labor,3.8550210391976383
Low transition,Africa,2070,Effective labor,4.171813147925246
Low transition,Africa,2075,Effective labor,4.470909115157745
Low transition,Africa,2080,Effective labor,4.741051849262381
Low transition,Africa,2085,Effective labor,4.98244051688891
Low transition,Africa,2090,Effective labor,5.191811799529581
Low transition,Africa,2095,Effective labor,5.374716935342236
Low transition,Africa,2100,Effective labor,5.535873219732633
Low transition,China,2015,Effective labor,1
Low transition,China,2020,Effective labor,1.127365580577728
Low transition,China,2025,Effective labor,1.2428561657107393
Low transition,China,2030,Effective labor,1.3230826255333767
Low transition,China,2035,Effective labor,1.3741035455561117
Low transition,China,2040,Effective labor,1.4081477176615493
Low transition,China,2045,Effective labor,1.4274597496876003
Low transition,China,2050,Effective labor,1.436154064863418
Low transition,China,2055,Effective labor,1.4377682540565861
Low transition,China,2060,Effective labor,1.4319445100421901
Low transition,China,2065,Effective labor,1.4219712364515078
Low transition,China,2070,Effective labor,1.406934330039264
Low transition,China,2075,Effective labor,1.3892026840785985
Low transition,China,2080,Effective labor,1.368132963355097
Low transition,China,2085,Effective labor,1.3458367824347817
Low transition,China,2090,Effective labor,1.3233272153486804
Low transition,China,2095,Effective labor,1.3018989958569978
Low transition,China,2100,Effective labor,1.2812604048124885
Low transition,Europe,2015,Effective labor,1
Low transition,Europe,2020,Effective labor,1.0489860988317032
Low transition,Europe,2025,Effective labor,1.111297084244021
Low transition,Europe,2030,Effective labor,1.1539635595570013
Low transition,Europe,2035,Effective labor,1.1945661436514474
Low transition,Europe,2040,Effective labor,1.2342642906233747
Low transition,Europe,2045,Effective labor,1.277525816667307
Low transition,Europe,2050,Effective labor,1.3181157964645218
Low transition,Europe,2055,Effective labor,1.3541234825143569
Low transition,Europe,2060,Effective labor,1.3836839759100772
Low transition,Europe,2065,Effective labor,1.4109728818562592
Low transition,Europe,2070,Effective labor,1.4324085012260481
Low transition,Europe,2075,Effective labor,1.457978764799659
Low transition,Europe,2080,Effective labor,1.4740225181785873
Low transition,Europe,2085,Effective labor,1.4889437426848708
Low transition,Europe,2090,Effective labor,1.5001117230692318
Low transition,Europe,2095,Effective labor,1.5087713150062878
Low transition,Europe,2100,Effective labor,1.513482717062914
Low transition,South Asia,2015,Effective labor,1
Low transition,South Asia,2020,Effective labor,1.1554914706559725
Low transition,South Asia,2025,Effective labor,1.3119488485856656
Low transition,South Asia,2030,Effective labor,1.4429998580472017
Low transition,South Asia,2035,Effective labor,1.5626256911692422
Low transition,South Asia,2040,Effective labor,1.678339436752182
Low transition,South Asia,2045,Effective labor,1.7891990750189959
Low transition,South Asia,2050,Effective labor,1.8904908065981
Low transition,South Asia,2055,Effective labor,1.9670959828569905
Low transition,South Asia,2060,Effective labor,2.032749877472281
Low transition,South Asia,2065,Effective labor,2.0885215101423387
Low transition,South Asia,2070,Effective labor,2.133727357423213
Low transition,South Asia,2075,Effective labor,2.169521096329043
Low transition,South Asia,2080,Effective labor,2.1955743474426614
Low transition,South Asia,2085,Effective labor,2.2132660530914867
Low transition,South Asia,2090,Effective labor,2.2238028581175557
Low transition,South Asia,2095,Effective labor,2.2279150540072106
Low transition,South Asia,2100,Effective labor,2.2267155342011478
Low transition,Latin America,2015,Effective labor,1
Low transition,Latin America,2020,Effective labor,1.0355764182915974
Low transition,Latin America,2025,Effective labor,1.1226073555682097
Low transition,Latin America,2030,Effective labor,1.2191216584553943
Low transition,Latin America,2035,Effective labor,1.3105816929764358
Low transition,Latin America,2040,Effective labor,1.4036414296724584
Low transition,Latin America,2045,Effective labor,1.5050055556883541
Low transition,Latin America,2050,Effective labor,1.6030293986322883
Low transition,Latin America,2055,Effective labor,1.6882274438516527
Low transition,Latin America,2060,Effective labor,1.7624446882117886
Low transition,Latin America,2065,Effective labor,1.8339543489009151
Low transition,Latin America,2070,Effective labor,1.8950693018499336
Low transition,Latin America,2075,Effective labor,1.9481864642432272
Low transition,Latin America,2080,Effective labor,1.994623609085579
Low transition,Latin America,2085,Effective labor,2.0362954569922644
Low transition,Latin America,2090,Effective labor,2.072103683098457
Low transition,Latin America,2095,Effective labor,2.1039081906214103
Low transition,Latin America,2100,Effective labor,2.1295188482711365
Low transition,Middle East,2015,Effective labor,1
Low transition,Middle East,2020,Effective labor,1.0892349087424762
Low transition,Middle East,2025,Effective labor,1.1949721063585892
Low transition,Middle East,2030,Effective labor,1.404665347493832
Low transition,Middle East,2035,Effective labor,1.6107252375120804
Low transition,Middle East,2040,Effective labor,1.8198497311474553
Low transition,Middle East,2045,Effective labor,2.029926092402945
Low transition,Middle East,2050,Effective labor,2.2233410050683773
Low transition,Middle East,2055,Effective labor,2.375156800463832
Low transition,Middle East,2060,Effective labor,2.504400888401127
Low transition,Middle East,2065,Effective labor,2.622630617773677
Low transition,Middle East,2070,Effective labor,2.725162431680015
Low transition,Middle East,2075,Effective labor,2.820851583386312
Low transition,Middle East,2080,Effective labor,2.9080205868366527
Low transition,Middle East,2085,Effective labor,2.985687812427011
Low transition,Middle East,2090,Effective labor,3.055662606497789
Low transition,Middle East,2095,Effective labor,3.123612307111541
Low transition,Middle East,2100,Effective labor,3.1816443375143724
Low transition,North America,2015,Effective labor,1
Low transition,North America,2020,Effective labor,1.0564667373734717
Low transition,North America,2025,Effective labor,1.0996373005149256
Low transition,North America,2030,Effective labor,1.1348171712070667
Low transition,North America,2035,Effective labor,1.1589758717944592
Low transition,North America,2040,Effective labor,1.1813090393391683
Low transition,North America,2045,Effective labor,1.2093706741772703
Low transition,North America,2050,Effective labor,1.23441583010245
Low transition,North America,2055,Effective labor,1.2544394104148278
Low transition,North America,2060,Effective labor,1.2673571611320051
Low transition,North America,2065,Effective labor,1.2757309423510585
Low transition,North America,2070,Effective labor,1.2739731929956106
Low transition,North America,2075,Effective labor,1.2681639767076147
Low transition,North America,2080,Effective labor,1.2549693127379256
Low transition,North America,2085,Effective labor,1.2412564826822845
Low transition,North America,2090,Effective labor,1.2247007788604907
Low transition,North America,2095,Effective labor,1.207859108368155
Low transition,North America,2100,Effective labor,1.1864323579323135
Low transition,Pacific OECD,2015,Effective labor,1
Low transition,Pacific OECD,2020,Effective labor,1.048705119668143
Low transition,Pacific OECD,2025,Effective labor,1.063578985108257
Low transition,Pacific OECD,2030,Effective labor,1.0726238817391067
Low transition,Pacific OECD,2035,Effective labor,1.0756773553269385
Low transition,Pacific OECD,2040,Effective labor,1.0787345173308398
Low transition,Pacific OECD,2045,Effective labor,1.0777779434144654
Low transition,Pacific OECD,2050,Effective labor,1.0708690588669554
Low transition,Pacific OECD,2055,Effective labor,1.0610216974883029
Low transition,Pacific OECD,2060,Effective labor,1.0460706656190752
Low transition,Pacific OECD,2065,Effective labor,1.0280260807874129
Low transition,Pacific OECD,2070,Effective labor,1.003575406014718
Low transition,Pacific OECD,2075,Effective labor,0.9773587805464528
Low transition,Pacific OECD,2080,Effective labor,0.9489911113490198
Low transition,Pacific OECD,2085,Effective labor,0.9197670438196112
Low transition,Pacific OECD,2090,Effective labor,0.888851311177646
Low transition,Pacific OECD,2095,Effective labor,0.8585411111277106
Low transition,Pacific OECD,2100,Effective labor,0.8268042682994047
Low transition,Reforming,2015,Effective labor,1
Low transition,Reforming,2020,Effective labor,1.1134242250986626
Low transition,Reforming,2025,Effective labor,1.2435162309485421
Low transition,Reforming,2030,Effective labor,1.3618564810355167
Low transition,Reforming,2035,Effective labor,1.467430556723963
Low transition,Reforming,2040,Effective labor,1.5720699020343645
Low transition,Reforming,2045,Effective labor,1.668498907716781
Low transition,Reforming,2050,Effective labor,1.7501059989951613
Low transition,Reforming,2055,Effective labor,1.8145167540423504
Low transition,Reforming,2060,Effective labor,1.8668398820821113
Low transition,Reforming,2065,Effective labor,1.9156804988740956
Low transition,Reforming,2070,Effective labor,1.956307707547315
Low transition,Reforming,2075,Effective labor,1.9953124201664034
Low transition,Reforming,2080,Effective labor,2.0314831266969504
Low transition,Reforming,2085,Effective labor,2.0649171870529783
Low transition,Reforming,2090,Effective labor,2.092961950535279
Low transition,Reforming,2095,Effective labor,2.117592996771179
Low transition,Reforming,2100,Effective labor,2.133731938988685
Low transition,Rest of Asia,2015,Effective labor,1
Low transition,Rest of Asia,2020,Effective labor,1.1048866238319728
Low transition,Rest of Asia,2025,Effective labor,1.213654644071807
Low transition,Rest of Asia,2030,Effective labor,1.3042531470297398
Low transition,Rest of Asia,2035,Effective labor,1.3852387379569004
Low transition,Rest of Asia,2040,Effective labor,1.467246314260935
Low transition,Rest of Asia,2045,Effective labor,1.5490170098486924
Low transition,Rest of Asia,2050,Effective labor,1.6256634386690603
Low transition,Rest of Asia,2055,Effective labor,1.6781558132824723
Low transition,Rest of Asia,2060,Effective labor,1.7208816643328577
Low transition,Rest of Asia,2065,Effective labor,1.7568036539523229
Low transition,Rest of Asia,2070,Effective labor,1.7838567424460074
Low transition,Rest of Asia,2075,Effective labor,1.8044427738293898
Low transition,Rest of Asia,2080,Effective labor,1.8192702766624769
Low transition,Rest of Asia,2085,Effective labor,1.8295599629926702
Low transition,Rest of Asia,2090,Effective labor,1.8360767279729133
Low transition,Rest of Asia,2095,Effective labor,1.8398422144826694
Low transition,Rest of Asia,2100,Effective labor,1.8403202644760068
High transition,Africa,2015,Effective labor,1
High transition,Africa,2020,Effective labor,1.13113364596629
High transition,Africa,2025,Effective labor,1.3212225913614142
High transition,Africa,2030,Effective labor,1.5643013719588654
High transition,Africa,2035,Effective labor,1.814475209790332
High transition,Africa,2040,Effective labor,2.0799459167127274
High transition,Africa,2045,Effective labor,2.355396958150969
High transition,Africa,2050,Effective labor,2.636706933836986
High transition,Africa,2055,Effective labor,2.9164577012815256
High transition,Africa,2060,Effective labor,3.194688266531114
High transition,Africa,2065,Effective labor,3.479382011777108
High transition,Africa,2070,Effective labor,3.755551616611759
High transition,Africa,2075,Effective labor,4.0237582494173525
High transition,Africa,2080,Effective labor,4.272150476542494
High transition,Africa,2085,Effective labor,4.504152842293373
High transition,Africa,2090,Effective labor,4.711038258321486
High transition,Africa,2095,Effective labor,4.899486016500931
High transition,Africa,2100,Effective labor,5.068726442240934
High transition,China,2015,Effective labor,1
High transition,China,2020,Effective labor,1.127365580577728
High transition,China,2025,Effective labor,1.2413269692732574
High transition,China,2030,Effective labor,1.3201355969945487
High transition,China,2035,Effective labor,1.3702186313196323
High transition,China,2040,Effective labor,1.403528672748492
High transition,China,2045,Effective labor,1.4216592708446152
High transition,China,2050,Effective labor,1.429092530955909
High transition,China,2055,Effective labor,1.428712584619112
High transition,China,2060,Effective labor,1.4199664812409727
High transition,China,2065,Effective labor,1.4059343212514306
High transition,China,2070,Effective labor,1.385634009607257
High transition,China,2075,Effective labor,1.361934179574934
High transition,China,2080,Effective labor,1.3332051518947385
High transition,China,2085,Effective labor,1.3009680280579186
High transition,China,2090,Effective labor,1.2661775344055943
High transition,China,2095,Effective labor,1.2300959326937608
High transition,China,2100,Effective labor,1.191464137213474
High transition,Europe,2015,Effective labor,1
High transition,Europe,2020,Effective labor,1.0489860988317032
High transition,Europe,2025,Effective labor,1.1118848600533342
High transition,Europe,2030,Effective labor,1.1565015180663683
High transition,Europe,2035,Effective labor,1.2001413155130585
High transition,Europe,2040,Effective labor,1.2433389349570774
High transition,Europe,2045,Effective labor,1.289951624319579
High transition,Europe,2050,Effective labor,1.3335739721860211
High transition,Europe,2055,Effective labor,1.3709026884493007
High transition,Europe,2060,Effective labor,1.4007791119091817
High transition,Europe,2065,Effective labor,1.4277941551107143
High transition,Europe,2070,Effective labor,1.4482095117558538
High transition,Europe,2075,Effective labor,1.471225138057902
High transition,Europe,2080,Effective labor,1.483307787227455
High transition,Europe,2085,Effective labor,1.493371343801115
High transition,Europe,2090,Effective labor,1.4996835671337418
High transition,Europe,2095,Effective labor,1.5040170225268483
High transition,Europe,2100,Effective labor,1.5037084338835922
High transition,South Asia,2015,Effective labor,1
High transition,South Asia,2020,Effective labor,1.1554914706559725
High transition,South Asia,2025,Effective labor,1.308402160594212
High transition,South Asia,2030,Effective labor,1.4354292782906253
High transition,South Asia,2035,Effective labor,1.5510543969837784
High transition,South Asia,2040,Effective labor,1.6624269983380713
High transition,South Asia,2045,Effective labor,1.767790292243698
High transition,South Asia,2050,Effective labor,1.8630964953275726
High transition,South Asia,2055,Effective labor,1.9357867032171445
High transition,South Asia,2060,Effective labor,1.9961801680947895
High transition,South Asia,2065,Effective labor,2.0468585657542904
High transition,South Asia,2070,Effective labor,2.086485578281712
High transition,South Asia,2075,Effective labor,2.116675762205631
High transition,South Asia,2080,Effective labor,2.1367193417451946
High transition,South Asia,2085,Effective labor,2.1482298482062343
High transition,South Asia,2090,Effective labor,2.1524469081944373
High transition,South Asia,2095,Effective labor,2.1505511074906605
High transition,South Asia,2100,Effective labor,2.1429870368382935
High transition,Latin America,2015,Effective labor,1
High transition,Latin America,2020,Effective labor,1.0355764182915974
High transition,Latin America,2025,Effective labor,1.1049296540085354
High transition,Latin America,2030,Effective labor,1.1798063440189441
High transition,Latin America,2035,Effective labor,1.247527064956143
High transition,Latin America,2040,Effective labor,1.3135176658610757
High transition,Latin America,2045,Effective labor,1.3834013616663856
High transition,Latin America,2050,Effective labor,1.444741118588352
High transition,Latin America,2055,Effective labor,1.4942545494585964
High transition,Latin America,2060,Effective labor,1.5323637473406178
High transition,Latin America,2065,Effective labor,1.5677580918747702
High transition,Latin America,2070,Effective labor,1.5935732185212088
High transition,Latin America,2075,Effective labor,1.6126480857526448
High transition,Latin America,2080,Effective labor,1.6250775973835694
High transition,Latin America,2085,Effective labor,1.6351182100115524
High transition,Latin America,2090,Effective labor,1.638917329748308
High transition,Latin America,2095,Effective labor,1.6396885021936471
High transition,Latin America,2100,Effective labor,1.6336735298359817
High transition,Middle East,2015,Effective labor,1
High transition,Middle East,2020,Effective labor,1.0892349087424762
High transition,Middle East,2025,Effective labor,1.1782619608678262
High transition,Middle East,2030,Effective labor,1.3629376177876813
High transition,Middle East,2035,Effective labor,1.5398642914927594
High transition,Middle East,2040,Effective labor,1.7137946821083452
High transition,Middle East,2045,Effective labor,1.8809626025486854
High transition,Middle East,2050,Effective labor,2.0242738258055835
High transition,Middle East,2055,Effective labor,2.1275727626741303
High transition,Middle East,2060,Effective labor,2.207247921425805
High transition,Middle East,2065,Effective labor,2.2842187866103214
High transition,Middle East,2070,Effective labor,2.3467097249225146
High transition,Middle East,2075,Effective labor,2.401090792255989
High transition,Middle East,2080,Effective labor,2.4464599091502306
High transition,Middle East,2085,Effective labor,2.4857792553150553
High transition,Middle East,2090,Effective labor,2.5134777456036663
High transition,Middle East,2095,Effective labor,2.5455495994356108
High transition,Middle East,2100,Effective labor,2.5713357672164094
High transition,North America,2015,Effective labor,1
High transition,North America,2020,Effective labor,1.0564667373734717
High transition,North America,2025,Effective labor,1.119296237570129
High transition,North America,2030,Effective labor,1.1782878599233924
High transition,North America,2035,Effective labor,1.227923778344397
High transition,North America,2040,Effective labor,1.2792739151333252
High transition,North America,2045,Effective labor,1.3413410726656487
High transition,North America,2050,Effective labor,1.404959068952218
High transition,North America,2055,Effective labor,1.4610708308036908
High transition,North America,2060,Effective labor,1.5106930923281854
High transition,North America,2065,Effective labor,1.5554049204165024
High transition,North America,2070,Effective labor,1.5897495260359416
High transition,North America,2075,Effective labor,1.6195687838530584
High transition,North America,2080,Effective labor,1.6432180742304758
High transition,North America,2085,Effective labor,1.6648239102697142
High transition,North America,2090,Effective labor,1.683067760029868
High transition,North America,2095,Effective labor,1.6982271874998067
High transition,North America,2100,Effective labor,1.7081746384432053
High transition,Pacific OECD,2015,Effective labor,1
High transition,Pacific OECD,2020,Effective labor,1.048705119668143
High transition,Pacific OECD,2025,Effective labor,1.0741955378860542
High transition,Pacific OECD,2030,Effective labor,1.0959118216684496
High transition,Pacific OECD,2035,Effective labor,1.11216026029113
High transition,Pacific OECD,2040,Effective labor,1.1293367408142971
High transition,Pacific OECD,2045,Effective labor,1.1444465445125755
High transition,Pacific OECD,2050,Effective labor,1.1556126369638091
High transition,Pacific OECD,2055,Effective labor,1.1638759811269173
High transition,Pacific OECD,2060,Effective labor,1.1678447772156333
High transition,Pacific OECD,2065,Effective labor,1.1685423547114766
High transition,Pacific OECD,2070,Effective labor,1.1638414996309436
High transition,Pacific OECD,2075,Effective labor,1.1570500227186251
High transition,Pacific OECD,2080,Effective labor,1.1483340700427607
High transition,Pacific OECD,2085,Effective labor,1.1374517205458194
High transition,Pacific OECD,2090,Effective labor,1.125102853620397
High transition,Pacific OECD,2095,Effective labor,1.1124733313690331
High transition,Pacific OECD,2100,Effective labor,1.0987116540395454
High transition,Reforming,2015,Effective labor,1
High transition,Reforming,2020,Effective labor,1.1134242250986626
High transition,Reforming,2025,Effective labor,1.2342299832222907
High transition,Reforming,2030,Effective labor,1.3419826928040068
High transition,Reforming,2035,Effective labor,1.4364732574364107
High transition,Reforming,2040,Effective labor,1.5274726063949013
High transition,Reforming,2045,Effective labor,1.6066937812739743
High transition,Reforming,2050,Effective labor,1.666789410311419
High transition,Reforming,2055,Effective labor,1.7069365781589076
High transition,Reforming,2060,Effective labor,1.7335029574003433
High transition,Reforming,2065,Effective labor,1.7560390234986
High transition,Reforming,2070,Effective labor,1.7684260258715705
High transition,Reforming,2075,Effective labor,1.7769963770245514
High transition,Reforming,2080,Effective labor,1.7798416633560843
High transition,Reforming,2085,Effective labor,1.7792661680274864
High transition,Reforming,2090,Effective labor,1.773355744486411
High transition,Reforming,2095,Effective labor,1.7662124128247407
High transition,Reforming,2100,Effective labor,1.7499683929208638
High transition,Rest of Asia,2015,Effective labor,1
High transition,Rest of Asia,2020,Effective labor,1.1048866238319728
High transition,Rest of Asia,2025,Effective labor,1.2100608233838646
High transition,Rest of Asia,2030,Effective labor,1.296566712879937
High transition,Rest of Asia,2035,Effective labor,1.37236295087963
High transition,Rest of Asia,2040,Effective labor,1.4475150932164846
High transition,Rest of Asia,2045,Effective labor,1.521433268338434
High transition,Rest of Asia,2050,Effective labor,1.588441241741674
High transition,Rest of Asia,2055,Effective labor,1.6322152458670327
High transition,Rest of Asia,2060,Effective labor,1.6655873655641866
High transition,Rest of Asia,2065,Effective labor,1.6913617093392588
High transition,Rest of Asia,2070,Effective labor,1.7080711621797326
High transition,Rest of Asia,2075,Effective labor,1.7185481963631775
High transition,Rest of Asia,2080,Effective labor,1.7226318557273068
High transition,Rest of Asia,2085,Effective labor,1.722489590824999
High transition,Rest of Asia,2090,Effective labor,1.7175811462268957
High transition,Rest of Asia,2095,Effective labor,1.7099591457349426
High transition,Rest of Asia,2100,Effective labor,1.69896782992253
Static,Africa,2015,Effective labor,1
Static,Africa,2020,Effective labor,1.1248761860707928
Static,Africa,2025,Effective labor,1.3055208353931003
Static,Africa,2030,Effective labor,1.4907927328220085
Static,Africa,2035,Effective labor,1.6891195424287033
Static,Africa,2040,Effective labor,1.91055848845249
Static,Africa,2045,Effective labor,2.149588419325939
Static,Africa,2050,Effective labor,2.401722862156152
Static,Africa,2055,Effective labor,2.6425434680439968
Static,Africa,2060,Effective labor,2.8801535535878644
Static,Africa,2065,Effective labor,3.1129561203388976
Static,Africa,2070,Effective labor,3.3350315122753487
Static,Africa,2075,Effective labor,3.542274918318685
Static,Africa,2080,Effective labor,3.731334402913843
Static,Africa,2085,Effective labor,3.900188424712109
Static,Africa,2090,Effective labor,4.0481251756487895
Static,Africa,2095,Effective labor,4.175455152518867
Static,Africa,2100,Effective labor,4.285458138647179
Static,China,2015,Effective labor,1
Static,China,2020,Effective labor,1.077293893448457
Static,China,2025,Effective labor,1.1461902044988523
Static,China,2030,Effective labor,1.1950583152207503
Static,China,2035,Effective labor,1.2217605007974037
Static,China,2040,Effective labor,1.235414359796793
Static,China,2045,Effective labor,1.2386524570704245
Static,China,2050,Effective labor,1.2317121140097753
Static,China,2055,Effective labor,1.2165067101658538
Static,China,2060,Effective labor,1.1955057690830069
Static,China,2065,Effective labor,1.1704744062095043
Static,China,2070,Effective labor,1.142318855752855
Static,China,2075,Effective labor,1.111528532998024
Static,China,2080,Effective labor,1.0785716133114012
Static,China,2085,Effective labor,1.0441270483197078
Static,China,2090,Effective labor,1.0100662400671365
Static,China,2095,Effective labor,0.9775071246117224
Static,China,2100,Effective labor,0.9466101754464314
Static,Europe,2015,Effective labor,1
Static,Europe,2020,Effective labor,1.0568554578687843
Static,Europe,2025,Effective labor,1.1197496096202189
Static,Europe,2030,Effective labor,1.1729692586166747
Static,Europe,2035,Effective labor,1.2198111802503255
Static,Europe,2040,Effective labor,1.2645228594748135
Static,Europe,2045,Effective labor,1.3079593120017294
Static,Europe,2050,Effective labor,1.3474123939825013
Static,Europe,2055,Effective labor,1.3830908727440665
Static,Europe,2060,Effective labor,1.4131264518305457
Static,Europe,2065,Effective labor,1.4386628846049008
Static,Europe,2070,Effective labor,1.4591520469686419
Static,Europe,2075,Effective labor,1.4757156895624273
Static,Europe,2080,Effective labor,1.4882205428041657
Static,Europe,2085,Effective labor,1.497093539537191
Static,Europe,2090,Effective labor,1.502494002200145
Static,Europe,2095,Effective labor,1.5046266384016909
Static,Europe,2100,Effective labor,1.503528833151654
Static,South Asia,2015,Effective labor,1
Static,South Asia,2020,Effective labor,1.1302983646048659
Static,South Asia,2025,Effective labor,1.2687394776414367
Static,South Asia,2030,Effective labor,1.3959406185543421
Static,South Asia,2035,Effective labor,1.515327073293733
Static,South Asia,2040,Effective labor,1.6305958241908844
Static,South Asia,2045,Effective labor,1.7401677403181641
Static,South Asia,2050,Effective labor,1.8411013670056886
Static,South Asia,2055,Effective labor,1.9202595851098716
Static,South Asia,2060,Effective labor,1.988206551765325
Static,South Asia,2065,Effective labor,2.045887870581682
Static,South Asia,2070,Effective labor,2.093531421888664
Static,South Asia,2075,Effective labor,2.1312410035821863
Static,South Asia,2080,Effective labor,2.1593198978900823
Static,South Asia,2085,Effective labor,2.178194060726061
Static,South Asia,2090,Effective labor,2.1894423571005537
Static,South Asia,2095,Effective labor,2.193470944618577
Static,South Asia,2100,Effective labor,2.1917277210212154
Static,Latin America,2015,Effective labor,1
Static,Latin America,2020,Effective labor,1.0755328004376976
Static,Latin America,2025,Effective labor,1.1665123577191647
Static,Latin America,2030,Effective labor,1.2509797828931113
Static,Latin America,2035,Effective labor,1.3236956429178588
Static,Latin America,2040,Effective labor,1.3987803040110391
Static,Latin America,2045,Effective labor,1.4792968632400925
Static,Latin America,2050,Effective labor,1.5570867852325474
Static,Latin America,2055,Effective labor,1.61759047055345
Static,Latin America,2060,Effective labor,1.6649376555727586
Static,Latin America,2065,Effective labor,1.705299068780519
Static,Latin America,2070,Effective labor,1.7338508394774215
Static,Latin America,2075,Effective labor,1.7545863724266884
Static,Latin America,2080,Effective labor,1.7682088783410763
Static,Latin America,2085,Effective labor,1.7753236031233313
Static,Latin America,2090,Effective labor,1.7772785915087943
Static,Latin America,2095,Effective labor,1.7746235335687683
Static,Latin America,2100,Effective labor,1.7670787982078318
Static,Middle East,2015,Effective labor,1
Static,Middle East,2020,Effective labor,1.0901581223742784
Static,Middle East,2025,Effective labor,1.201321539359256
Static,Middle East,2030,Effective labor,1.3293556579326558
Static,Middle East,2035,Effective labor,1.464281328758253
Static,Middle East,2040,Effective labor,1.6011415607937243
Static,Middle East,2045,Effective labor,1.7350874406970922
Static,Middle East,2050,Effective labor,1.8602731257776774
Static,Middle East,2055,Effective labor,1.9654931154694293
Static,Middle East,2060,Effective labor,2.0586165039010336
Static,Middle East,2065,Effective labor,2.1403802440457045
Static,Middle East,2070,Effective labor,2.2064614779221015
Static,Middle East,2075,Effective labor,2.255770018884605
Static,Middle East,2080,Effective labor,2.2934348909761204
Static,Middle East,2085,Effective labor,2.319804262790687
