scenario,year,sector,value,region
High productivity,2090,Staple crops,0.05307748106803471,Latin America
High productivity,2090,Livestock,0.5741937401777534,Middle East
High productivity,2090,Staple crops,0.10025819278311718,Middle East
High productivity,2090,Livestock,0.32422435820852186,North America
High productivity,2090,Staple crops,0.04357928979918258,North America
High productivity,2090,Livestock,0.3924568785142788,Pacific OECD
High productivity,2090,Staple crops,0.09381070635302691,Pacific OECD
High productivity,2090,Livestock,0.2362717885389757,Reforming
High productivity,2090,Staple crops,0.03400178228788928,Reforming
High productivity,2090,Livestock,0.5314889740506122,Rest of Asia
High productivity,2090,Staple crops,0.06952942780165805,Rest of Asia
High productivity,2095,Livestock,0.8905419286614608,Africa
High productivity,2095,Staple crops,0.06558734098878102,Africa
High productivity,2095,Livestock,0.589026455146399,China
High productivity,2095,Staple crops,0.07006340671548766,China
High productivity,2095,Livestock,0.23182591484119514,Europe
High productivity,2095,Staple crops,0.046656328054645584,Europe
High productivity,2095,Livestock,0.1409030102543947,South Asia
High productivity,2095,Staple crops,0.08364222902898924,South Asia
High productivity,2095,Livestock,0.35311187931441185,Latin America
High productivity,2095,Staple crops,0.05246214161214393,Latin America
High productivity,2095,Livestock,0.5745173036847407,Middle East
High productivity,2095,Staple crops,0.09936152911722117,Middle East
High productivity,2095,Livestock,0.3237034644562739,North America
High productivity,2095,Staple crops,0.04327929241635769,North America
High productivity,2095,Livestock,0.38305486865960237,Pacific OECD
High productivity,2095,Staple crops,0.09053053615630599,Pacific OECD
High productivity,2095,Livestock,0.2362150011787087,Reforming
High productivity,2095,Staple crops,0.03357786845202239,Reforming
High productivity,2095,Livestock,0.5269356130153473,Rest of Asia
High productivity,2095,Staple crops,0.06837018174900986,Rest of Asia
High productivity,2100,Livestock,0.8964026724037288,Africa
High productivity,2100,Staple crops,0.06540248167764058,Africa
High productivity,2100,Livestock,0.5823577451144692,China
High productivity,2100,Staple crops,0.06865950165246332,China
High productivity,2100,Livestock,0.23054591051594273,Europe
High productivity,2100,Staple crops,0.04615419660473829,Europe
High productivity,2100,Livestock,0.13999670689309343,South Asia
High productivity,2100,Staple crops,0.08239234034992829,South Asia
High productivity,2100,Livestock,0.3523573825368317,Latin America
High productivity,2100,Staple crops,0.05184641365822084,Latin America
High productivity,2100,Livestock,0.5743645859561217,Middle East
High productivity,2100,Staple crops,0.09834359700071327,Middle East
High productivity,2100,Livestock,0.3229290693344429,North America
High productivity,2100,Staple crops,0.043001793890925163,North America
High productivity,2100,Livestock,0.3744287889911333,Pacific OECD
High productivity,2100,Staple crops,0.08760607090255582,Pacific OECD
High productivity,2100,Livestock,0.2359443828076737,Reforming
High productivity,2100,Staple crops,0.03315388445572417,Reforming
High productivity,2100,Livestock,0.5220700109888959,Rest of Asia
High productivity,2100,Staple crops,0.06722933227406466,Rest of Asia
Low productivity,2015,Livestock,0.5268080867725393,Africa
Low productivity,2015,Staple crops,0.08568275602107445,Africa
Low productivity,2015,Livestock,0.7049499181114337,China
Low productivity,2015,Staple crops,0.12625635966892637,China
Low productivity,2015,Livestock,0.232456027519546,Europe
Low productivity,2015,Staple crops,0.052133579307391875,Europe
Low productivity,2015,Livestock,0.0953271806069333,South Asia
Low productivity,2015,Staple crops,0.07195698601990055,South Asia
Low productivity,2015,Livestock,0.3196706096797968,Latin America
Low productivity,2015,Staple crops,0.061543817275822,Latin America
Low productivity,2015,Livestock,0.5454146212630263,Middle East
Low productivity,2015,Staple crops,0.11547881243985701,Middle East
Low productivity,2015,Livestock,0.3013034255299295,North America
Low productivity,2015,Staple crops,0.04565615307973665,North America
Low productivity,2015,Livestock,0.5792731547833848,Pacific OECD
Low productivity,2015,Staple crops,0.19304742443181397,Pacific OECD
Low productivity,2015,Livestock,0.23091360036130845,Reforming
Low productivity,2015,Staple crops,0.043439523448292196,Reforming
Low productivity,2015,Livestock,0.5191696215366934,Rest of Asia
Low productivity,2015,Staple crops,0.09228640840668331,Rest of Asia
Low productivity,2020,Livestock,0.5449135023137657,Africa
Low productivity,2020,Staple crops,0.08579176376259366,Africa
Low productivity,2020,Livestock,0.7053601826615744,China
Low productivity,2020,Staple crops,0.12028646223580074,China
Low productivity,2020,Livestock,0.23475854339252378,Europe
Low productivity,2020,Staple crops,0.05204606848400899,Europe
Low productivity,2020,Livestock,0.09876751389156394,South Asia
Low productivity,2020,Staple crops,0.07107582583506247,South Asia
Low productivity,2020,Livestock,0.31989033289806607,Latin America
Low productivity,2020,Staple crops,0.06169997876900151,Latin America
Low productivity,2020,Livestock,0.5497302760082872,Middle East
Low productivity,2020,Staple crops,0.11670152367650534,Middle East
Low productivity,2020,Livestock,0.30460351103546907,North America
Low productivity,2020,Staple crops,0.045679872154510505,North America
Low productivity,2020,Livestock,0.5756126752369604,Pacific OECD
Low productivity,2020,Staple crops,0.17923623370148034,Pacific OECD
Low productivity,2020,Livestock,0.23087680325942947,Reforming
Low productivity,2020,Staple crops,0.042304156046246204,Reforming
Low productivity,2020,Livestock,0.5267014690492912,Rest of Asia
Low productivity,2020,Staple crops,0.08997585647510031,Rest of Asia
Low productivity,2025,Livestock,0.575323867255417,Africa
Low productivity,2025,Staple crops,0.08649913258236624,Africa
Low productivity,2025,Livestock,0.7031036831427662,China
Low productivity,2025,Staple crops,0.11418168865432456,China
Low productivity,2025,Livestock,0.23931313550993583,Europe
Low productivity,2025,Staple crops,0.05282584437522064,Europe
Low productivity,2025,Livestock,0.10290749794348436,South Asia
Low productivity,2025,Staple crops,0.07187655658448588,South Asia
Low productivity,2025,Livestock,0.32886848322132795,Latin America
Low productivity,2025,Staple crops,0.06181096552397741,Latin America
Low productivity,2025,Livestock,0.5575930763025339,Middle East
Low productivity,2025,Staple crops,0.11879100914414926,Middle East
Low productivity,2025,Livestock,0.310760741635919,North America
Low productivity,2025,Staple crops,0.04619201094763422,North America
Low productivity,2025,Livestock,0.56769454135403,Pacific OECD
Low productivity,2025,Staple crops,0.17082025160249797,Pacific OECD
Low productivity,2025,Livestock,0.23422500259074522,Reforming
Low productivity,2025,Staple crops,0.042628890115977904,Reforming
Low productivity,2025,Livestock,0.5374117449601118,Rest of Asia
Low productivity,2025,Staple crops,0.08825729426696444,Rest of Asia
Low productivity,2030,Livestock,0.6061077192379188,Africa
Low productivity,2030,Staple crops,0.08366045175930943,Africa
Low productivity,2030,Livestock,0.7004146982118228,China
Low productivity,2030,Staple crops,0.10970376763417515,China
Low productivity,2030,Livestock,0.24249269829983067,Europe
Low productivity,2030,Staple crops,0.05319904019169769,Europe
Low productivity,2030,Livestock,0.10726755250991532,South Asia
Low productivity,2030,Staple crops,0.07280146472796856,South Asia
Low productivity,2030,Livestock,0.3360494361084389,Latin America
Low productivity,2030,Staple crops,0.06141911158471011,Latin America
Low productivity,2030,Livestock,0.5616333544562065,Middle East
Low productivity,2030,Staple crops,0.11804359361441243,Middle East
Low productivity,2030,Livestock,0.31554993623093125,North America
Low productivity,2030,Staple crops,0.046286992815441005,North America
Low productivity,2030,Livestock,0.5594042345267968,Pacific OECD
Low productivity,2030,Staple crops,0.16363374133231415,Pacific OECD
Low productivity,2030,Livestock,0.23626233091136717,Reforming
Low productivity,2030,Staple crops,0.04213850311226046,Reforming
Low productivity,2030,Livestock,0.5459073753118284,Rest of Asia
Low productivity,2030,Staple crops,0.08693415779050409,Rest of Asia
Low productivity,2035,Livestock,0.6383453114440595,Africa
Low productivity,2035,Staple crops,0.08194986760487381,Africa
Low productivity,2035,Livestock,0.6988018055733272,China
Low productivity,2035,Staple crops,0.10669190768358536,China
Low productivity,2035,Livestock,0.2453120436204692,Europe
Low productivity,2035,Staple crops,0.053557646451265414,Europe
Low productivity,2035,Livestock,0.11260927221668864,South Asia
Low productivity,2035,Staple crops,0.07477644005429408,South Asia
Low productivity,2035,Livestock,0.3424688073656828,Latin America
Low productivity,2035,Staple crops,0.06136691568011097,Latin America
Low productivity,2035,Livestock,0.565867078382634,Middle East
Low productivity,2035,Staple crops,0.11761372178967414,Middle East
Low productivity,2035,Livestock,0.320169900350423,North America
Low productivity,2035,Staple crops,0.04652766508802893,North America
Low productivity,2035,Livestock,0.5498666956120065,Pacific OECD
Low productivity,2035,Staple crops,0.1596051829870028,Pacific OECD
Low productivity,2035,Livestock,0.23844886952163946,Reforming
Low productivity,2035,Staple crops,0.04186434497824338,Reforming
Low productivity,2035,Livestock,0.554750149459298,Rest of Asia
Low productivity,2035,Staple crops,0.08652119917821124,Rest of Asia
Low productivity,2040,Livestock,0.6758797886093865,Africa
Low productivity,2040,Staple crops,0.08127953804799656,Africa
Low productivity,2040,Livestock,0.69949431576706,China
Low productivity,2040,Staple crops,0.10451227828630749,China
Low productivity,2040,Livestock,0.248559593387627,Europe
Low productivity,2040,Staple crops,0.05412190594523281,Europe
Low productivity,2040,Livestock,0.11883534996177787,South Asia
Low productivity,2040,Staple crops,0.07703722080183162,South Asia
Low productivity,2040,Livestock,0.34930328577706155,Latin America
Low productivity,2040,Staple crops,0.061578897176503125,Latin America
Low productivity,2040,Livestock,0.5718859320487453,Middle East
Low productivity,2040,Staple crops,0.11775162647265125,Middle East
Low productivity,2040,Livestock,0.3251592355464794,North America
Low productivity,2040,Staple crops,0.04699929215266936,North America
Low productivity,2040,Livestock,0.5393421670935867,Pacific OECD
Low productivity,2040,Staple crops,0.15569887755859013,Pacific OECD
Low productivity,2040,Livestock,0.2414116331898714,Reforming
Low productivity,2040,Staple crops,0.04198775362818539,Reforming
Low productivity,2040,Livestock,0.5647196646209329,Rest of Asia
Low productivity,2040,Staple crops,0.08640211526914683,Rest of Asia
Low productivity,2045,Livestock,0.7172425196897448,Africa
Low productivity,2045,Staple crops,0.08117577003436562,Africa
Low productivity,2045,Livestock,0.7026377129976684,China
Low productivity,2045,Staple crops,0.10321326937172759,China
Low productivity,2045,Livestock,0.25187901602010204,Europe
Low productivity,2045,Staple crops,0.05473271479455776,Europe
Low productivity,2045,Livestock,0.1251642208899051,South Asia
Low productivity,2045,Staple crops,0.07933233862282069,South Asia
Low productivity,2045,Livestock,0.35631006418940203,Latin America
Low productivity,2045,Staple crops,0.06182933800666801,Latin America
Low productivity,2045,Livestock,0.5791362186316198,Middle East
Low productivity,2045,Staple crops,0.11812146290984794,Middle East
Low productivity,2045,Livestock,0.33027158915070404,North America
Low productivity,2045,Staple crops,0.04764270591557694,North America
Low productivity,2045,Livestock,0.5285653792328433,Pacific OECD
Low productivity,2045,Staple crops,0.15141691668338017,Pacific OECD
Low productivity,2045,Livestock,0.2448291319835284,Reforming
Low productivity,2045,Staple crops,0.042376659998576406,Reforming
Low productivity,2045,Livestock,0.5753018130593859,Rest of Asia
Low productivity,2045,Staple crops,0.08635618989951883,Rest of Asia
Low productivity,2050,Livestock,0.7611478711980451,Africa
Low productivity,2050,Staple crops,0.0813732037087482,Africa
Low productivity,2050,Livestock,0.7058515540858467,China
Low productivity,2050,Staple crops,0.10205235128465298,China
Low productivity,2050,Livestock,0.25523806084504086,Europe
Low productivity,2050,Staple crops,0.05540309061325192,Europe
Low productivity,2050,Livestock,0.13153206922426453,South Asia
Low productivity,2050,Staple crops,0.08171098163427575,South Asia
Low productivity,2050,Livestock,0.36362307804390526,Latin America
Low productivity,2050,Staple crops,0.06217159898226744,Latin America
Low productivity,2050,Livestock,0.587701065851582,Middle East
Low productivity,2050,Staple crops,0.11887788009251513,Middle East
Low productivity,2050,Livestock,0.335497966809859,North America
Low productivity,2050,Staple crops,0.04833731334181497,North America
Low productivity,2050,Livestock,0.5173174103910313,Pacific OECD
Low productivity,2050,Staple crops,0.14755628638646615,Pacific OECD
Low productivity,2050,Livestock,0.2485693866109846,Reforming
Low productivity,2050,Staple crops,0.042903020253905355,Reforming
Low productivity,2050,Livestock,0.5858820194610317,Rest of Asia
Low productivity,2050,Staple crops,0.08637323054979335,Rest of Asia
Low productivity,2055,Livestock,0.8038832912577781,Africa
Low productivity,2055,Staple crops,0.08135953155988535,Africa
Low productivity,2055,Livestock,0.7057533920581864,China
Low productivity,2055,Staple crops,0.10014830379315014,China
Low productivity,2055,Livestock,0.2578309389500476,Europe
Low productivity,2055,Staple crops,0.05584519466663579,Europe
Low productivity,2055,Livestock,0.1379275999560974,South Asia
Low productivity,2055,Staple crops,0.08507113225921714,South Asia
Low productivity,2055,Livestock,0.37001206286247323,Latin America
Low productivity,2055,Staple crops,0.062425942782623395,Latin America
Low productivity,2055,Livestock,0.5955798940807994,Middle East
Low productivity,2055,Staple crops,0.11980130306309737,Middle East
Low productivity,2055,Livestock,0.33993704204643044,North America
Low productivity,2055,Staple crops,0.04879371125142601,North America
Low productivity,2055,Livestock,0.5053631835513223,Pacific OECD
Low productivity,2055,Staple crops,0.1435278629132649,Pacific OECD
Low productivity,2055,Livestock,0.2515358386035289,Reforming
Low productivity,2055,Staple crops,0.04319406171487776,Reforming
Low productivity,2055,Livestock,0.595148138448637,Rest of Asia
Low productivity,2055,Staple crops,0.08681844088678341,Rest of Asia
Low productivity,2060,Livestock,0.8443701533346891,Africa
Low productivity,2060,Staple crops,0.08130035923918379,Africa
Low productivity,2060,Livestock,0.7055741938759289,China
Low productivity,2060,Staple crops,0.098491445924971,China
Low productivity,2060,Livestock,0.2602535243131591,Europe
Low productivity,2060,Staple crops,0.05624800615541186,Europe
Low productivity,2060,Livestock,0.14395779533061762,South Asia
Low productivity,2060,Staple crops,0.08827354517762256,South Asia
Low productivity,2060,Livestock,0.37606622996783257,Latin America
Low productivity,2060,Staple crops,0.06260494037857237,Latin America
Low productivity,2060,Livestock,0.6035120882655273,Middle East
Low productivity,2060,Staple crops,0.12076509585772414,Middle East
Low productivity,2060,Livestock,0.3442325387476228,North America
Low productivity,2060,Staple crops,0.049112222792556434,North America
Low productivity,2060,Livestock,0.4931629499729443,Pacific OECD
Low productivity,2060,Staple crops,0.13960534786180298,Pacific OECD
Low productivity,2060,Livestock,0.2546300122350253,Reforming
Low productivity,2060,Staple crops,0.04355739562013485,Reforming
Low productivity,2060,Livestock,0.6029361502348907,Rest of Asia
Low productivity,2060,Staple crops,0.08704962482940114,Rest of Asia
Low productivity,2065,Livestock,0.8807181538784968,Africa
Low productivity,2065,Staple crops,0.08080845038855206,Africa
Low productivity,2065,Livestock,0.7035537635538365,China
Low productivity,2065,Staple crops,0.09669511855122552,China
Low productivity,2065,Livestock,0.26198082329274025,Europe
Low productivity,2065,Staple crops,0.056478455615529874,Europe
Low productivity,2065,Livestock,0.14887504985552757,South Asia
Low productivity,2065,Staple crops,0.09079987695795881,South Asia
Low productivity,2065,Livestock,0.38116239316391576,Latin America
Low productivity,2065,Staple crops,0.06258609969338609,Latin America
Low productivity,2065,Livestock,0.6102146939875385,Middle East
Low productivity,2065,Staple crops,0.12121248495476715,Middle East
Low productivity,2065,Livestock,0.34785509492438876,North America
Low productivity,2065,Staple crops,0.049298608843801536,North America
Low productivity,2065,Livestock,0.4805526077208293,Pacific OECD
Low productivity,2065,Staple crops,0.1353611205198777,Pacific OECD
Low productivity,2065,Livestock,0.2571385274274385,Reforming
Low productivity,2065,Staple crops,0.04376416473828115,Reforming
Low productivity,2065,Livestock,0.6079871020066479,Rest of Asia
Low productivity,2065,Staple crops,0.08677626513025895,Rest of Asia
Low productivity,2070,Livestock,0.9132444320094516,Africa
Low productivity,2070,Staple crops,0.08021285394154229,Africa
Low productivity,2070,Livestock,0.7013392409880989,China
Low productivity,2070,Staple crops,0.09517062878689284,China
Low productivity,2070,Livestock,0.2634667834140667,Europe
Low productivity,2070,Staple crops,0.056616355316748156,Europe
Low productivity,2070,Livestock,0.15298674779349572,South Asia
Low productivity,2070,Staple crops,0.09276598899235275,South Asia
Low productivity,2070,Livestock,0.3857398479142839,Latin America
Low productivity,2070,Staple crops,0.062479184957199015,Latin America
Low productivity,2070,Livestock,0.6164788831990052,Middle East
Low productivity,2070,Staple crops,0.1216289493854262,Middle East
Low productivity,2070,Livestock,0.35129055912144436,North America
Low productivity,2070,Staple crops,0.04944256861116018,North America
Low productivity,2070,Livestock,0.46848242329678363,Pacific OECD
Low productivity,2070,Staple crops,0.13146825891629352,Pacific OECD
Low productivity,2070,Livestock,0.2593172312650106,Reforming
Low productivity,2070,Staple crops,0.04386222909653118,Reforming
Low productivity,2070,Livestock,0.6113157242394105,Rest of Asia
Low productivity,2070,Staple crops,0.08628693626696443,Rest of Asia
Low productivity,2075,Livestock,0.9395593715125045,Africa
Low productivity,2075,Staple crops,0.0792386507831279,Africa
Low productivity,2075,Livestock,0.6962256815127856,China
Low productivity,2075,Staple crops,0.09329244101505052,China
Low productivity,2075,Livestock,0.2637040149405266,Europe
Low productivity,2075,Staple crops,0.056355357320544,Europe
Low productivity,2075,Livestock,0.1557690708676106,South Asia
Low productivity,2075,Staple crops,0.09391444783639981,South Asia
Low productivity,2075,Livestock,0.38894714982449274,Latin America
Low productivity,2075,Staple crops,0.06212905691206149,Latin America
Low productivity,2075,Livestock,0.6208368304251131,Middle East
Low productivity,2075,Staple crops,0.12149179816776712,Middle East
Low productivity,2075,Livestock,0.35357814543570976,North America
Low productivity,2075,Staple crops,0.04938256374498889,North America
Low productivity,2075,Livestock,0.45623388555514166,Pacific OECD
Low productivity,2075,Staple crops,0.12718491484995056,Pacific OECD
Low productivity,2075,Livestock,0.26045392161475805,Reforming
Low productivity,2075,Staple crops,0.04363887595863215,Reforming
Low productivity,2075,Livestock,0.6114760481679087,Rest of Asia
Low productivity,2075,Staple crops,0.08532949698365466,Rest of Asia
Low productivity,2080,Livestock,0.9622833982466401,Africa
Low productivity,2080,Staple crops,0.07832707902401247,Africa
Low productivity,2080,Livestock,0.6915465780426879,China
Low productivity,2080,Staple crops,0.09177852159957466,China
Low productivity,2080,Livestock,0.26402668583811223,Europe
Low productivity,2080,Staple crops,0.056192559845388804,Europe
Low productivity,2080,Livestock,0.1578092497071608,South Asia
Low productivity,2080,Staple crops,0.09454118243837677,South Asia
Low productivity,2080,Livestock,0.3919037288224679,Latin America
Low productivity,2080,Staple crops,0.061803073750750837,Latin America
Low productivity,2080,Livestock,0.6251176705775412,Middle East
Low productivity,2080,Staple crops,0.1213993467380666,Middle East
Low productivity,2080,Livestock,0.3558106692479344,North America
Low productivity,2080,Staple crops,0.049366929715534795,North America
Low productivity,2080,Livestock,0.4450280260671605,Pacific OECD
Low productivity,2080,Staple crops,0.1233269366628411,Pacific OECD
Low productivity,2080,Livestock,0.26139862800293845,Reforming
Low productivity,2080,Staple crops,0.04337923637844401,Reforming
Low productivity,2080,Livestock,0.6110652759579177,Rest of Asia
Low productivity,2080,Staple crops,0.08437589587837291,Rest of Asia
Low productivity,2085,Livestock,0.9787830120979107,Africa
Low productivity,2085,Staple crops,0.0772061126487929,Africa
Low productivity,2085,Livestock,0.6852402794008564,China
Low productivity,2085,Staple crops,0.09008535322655661,China
Low productivity,2085,Livestock,0.2634963142730713,Europe
Low productivity,2085,Staple crops,0.05578125164893412,Europe
Low productivity,2085,Livestock,0.1585945444309337,South Asia
Low productivity,2085,Staple crops,0.09437857194834803,South Asia
Low productivity,2085,Livestock,0.3935241293900405,Latin America
Low productivity,2085,Staple crops,0.061284694379558226,Latin America
Low productivity,2085,Livestock,0.6276943301684242,Middle East
Low productivity,2085,Staple crops,0.12072062125004332,Middle East
Low productivity,2085,Livestock,0.3569240330361448,North America
Low productivity,2085,Staple crops,0.04918978842717516,North America
Low productivity,2085,Livestock,0.43394117344660066,Pacific OECD
Low productivity,2085,Staple crops,0.11918520991113174,Pacific OECD
Low productivity,2085,Livestock,0.2615762954399764,Reforming
Low productivity,2085,Staple crops,0.04292743165819007,Reforming
Low productivity,2085,Livestock,0.6082462746254019,Rest of Asia
Low productivity,2085,Staple crops,0.08309715941647634,Rest of Asia
Low productivity,2090,Livestock,0.9922507856380576,Africa
Low productivity,2090,Staple crops,0.07621651865929394,Africa
Low productivity,2090,Livestock,0.6797522697015943,China
Low productivity,2090,Staple crops,0.08872583392692027,China
Low productivity,2090,Livestock,0.26295670736805227,Europe
Low productivity,2090,Staple crops,0.05538985527209261,Europe
Low productivity,2090,Livestock,0.158838940661479,South Asia
Low productivity,2090,Staple crops,0.09385196525825687,South Asia
Low productivity,2090,Livestock,0.3948395095306941,Latin America
Low productivity,2090,Staple crops,0.06078726232349122,Latin America
Low productivity,2090,Livestock,0.6298302347350697,Middle East
Low productivity,2090,Staple crops,0.12001171652544049,Middle East
Low productivity,2090,Livestock,0.3578419084668029,North America
Low productivity,2090,Staple crops,0.049017462766914766,North America
Low productivity,2090,Livestock,0.4239495822677023,Pacific OECD
Low productivity,2090,Staple crops,0.11545829853479546,Pacific OECD
Low productivity,2090,Livestock,0.2617415271552124,Reforming
Low productivity,2090,Staple crops,0.042543441749306514,Reforming
Low productivity,2090,Livestock,0.6051910739451011,Rest of Asia
Low productivity,2090,Staple crops,0.08186169699716112,Rest of Asia
Low productivity,2095,Livestock,1.0009986535036783,Africa
Low productivity,2095,Staple crops,0.07515097916978797,Africa
Low productivity,2095,Livestock,0.673520946962661,China
Low productivity,2095,Staple crops,0.08733196212566147,China
Low productivity,2095,Livestock,0.26184161357291935,Europe
Low productivity,2095,Staple crops,0.05487182341310811,Europe
Low productivity,2095,Livestock,0.15828168293816577,South Asia
Low productivity,2095,Staple crops,0.09283333318912501,South Asia
Low productivity,2095,Livestock,0.3950541814008627,Latin America
Low productivity,2095,Staple crops,0.060182242383748,Latin America
Low productivity,2095,Livestock,0.6300393596051772,Middle East
Low productivity,2095,Staple crops,0.11899176781888088,Middle East
Low productivity,2095,Livestock,0.35790597075170644,North America
Low productivity,2095,Staple crops,0.048762037179840505,North America
Low productivity,2095,Livestock,0.41456436349293235,Pacific OECD
Low productivity,2095,Staple crops,0.11171075853742338,Pacific OECD
Low productivity,2095,Livestock,0.2613894006075801,Reforming
Low productivity,2095,Staple crops,0.042091356843642076,Reforming
Low productivity,2095,Livestock,0.6005559979063326,Rest of Asia
Low productivity,2095,Staple crops,0.08044630464975058,Rest of Asia
Low productivity,2100,Livestock,1.007198958300179,Africa
Low productivity,2100,Staple crops,0.0741866840783982,Africa
Low productivity,2100,Livestock,0.6678220728623069,China
Low productivity,2100,Staple crops,0.0861458873515129,China
Low productivity,2100,Livestock,0.26066539111528064,Europe
Low productivity,2100,Staple crops,0.05435394448134139,Europe
Low productivity,2100,Livestock,0.15733244604254298,South Asia
Low productivity,2100,Staple crops,0.0916007434936601,South Asia
Low productivity,2100,Livestock,0.3947827177139976,Latin America
Low productivity,2100,Staple crops,0.05956692235287912,Latin America
Low productivity,2100,Livestock,0.6296560607955278,Middle East
Low productivity,2100,Staple crops,0.11795947792443442,Middle East
Low productivity,2100,Livestock,0.35769115221629877,North America
Low productivity,2100,Staple crops,0.048528997103123236,North America
Low productivity,2100,Livestock,0.4058268573958356,Pacific OECD
Low productivity,2100,Staple crops,0.10833147586329991,Pacific OECD
Low productivity,2100,Livestock,0.26088435051208475,Reforming
Low productivity,2100,Staple crops,0.04164885165808319,Reforming
Low productivity,2100,Livestock,0.5955789529208307,Rest of Asia
Low productivity,2100,Staple crops,0.07907267145474539,Rest of Asia
Static,2015,Livestock,0.5268079272739906,Africa
Static,2015,Staple crops,0.08568275602107445,Africa
Static,2015,Livestock,0.704949841883808,China
Static,2015,Staple crops,0.12625635966892637,China
Static,2015,Livestock,0.2324561549055859,Europe
Static,2015,Staple crops,0.052133579307391875,Europe
Static,2015,Livestock,0.09532718048649116,South Asia
Static,2015,Staple crops,0.07195698601990055,South Asia
Static,2015,Livestock,0.3196705022337785,Latin America
Static,2015,Staple crops,0.061543817275822,Latin America
Static,2015,Livestock,0.5454133824802292,Middle East
Static,2015,Staple crops,0.11547881243985701,Middle East
Static,2015,Livestock,0.3013034255299295,North America
Static,2015,Staple crops,0.04565615307973665,North America
Static,2015,Livestock,0.579272492027439,Pacific OECD
Static,2015,Staple crops,0.19304742443181397,Pacific OECD
Static,2015,Livestock,0.23091352377658875,Reforming
Static,2015,Staple crops,0.043439523448292196,Reforming
Static,2015,Livestock,0.5191696215366934,Rest of Asia
Static,2015,Staple crops,0.09228640840668331,Rest of Asia
Static,2020,Livestock,0.5448525459931773,Africa
Static,2020,Staple crops,0.08601844203865255,Africa
Static,2020,Livestock,0.7199263826771375,China
Static,2020,Staple crops,0.12677925423097927,China
Static,2020,Livestock,0.23501522474469752,Europe
Static,2020,Staple crops,0.052114346150919436,Europe
Static,2020,Livestock,0.09930629906980865,South Asia
Static,2020,Staple crops,0.07266826724996411,South Asia
Static,2020,Livestock,0.317934105360791,Latin America
Static,2020,Staple crops,0.06126547588937017,Latin America
Static,2020,Livestock,0.5476894759916995,Middle East
Static,2020,Staple crops,0.11709467792961234,Middle East
Static,2020,Livestock,0.30507747390126777,North America
Static,2020,Staple crops,0.04577153190602119,North America
Static,2020,Livestock,0.5784744971023746,Pacific OECD
Static,2020,Staple crops,0.18243908907080214,Pacific OECD
Static,2020,Livestock,0.23270779105250294,Reforming
Static,2020,Staple crops,0.04316036055936273,Reforming
Static,2020,Livestock,0.5319741975693262,Rest of Asia
Static,2020,Staple crops,0.09241529280743448,Rest of Asia
Static,2025,Livestock,0.5742117197093953,Africa
Static,2025,Staple crops,0.08674407026130784,Africa
Static,2025,Livestock,0.7334889320388346,China
Static,2025,Staple crops,0.12724307642952248,China
Static,2025,Livestock,0.23879727960345343,Europe
Static,2025,Staple crops,0.05264690309265484,Europe
Static,2025,Livestock,0.10388936111908786,South Asia
Static,2025,Staple crops,0.07440876028859358,South Asia
Static,2025,Livestock,0.326004304269668,Latin America
Static,2025,Staple crops,0.06132679021641081,Latin America
Static,2025,Livestock,0.5532446221406533,Middle East
Static,2025,Staple crops,0.11862635746209073,Middle East
Static,2025,Livestock,0.31058264504750516,North America
Static,2025,Staple crops,0.046096559444983726,North America
Static,2025,Livestock,0.5704908195005964,Pacific OECD
Static,2025,Staple crops,0.1726391903249655,Pacific OECD
Static,2025,Livestock,0.23571356286194875,Reforming
Static,2025,Staple crops,0.043089170087263935,Reforming
Static,2025,Livestock,0.5462755153580261,Rest of Asia
Static,2025,Staple crops,0.09256471740355152,Rest of Asia
Static,2030,Livestock,0.6089816011546916,Africa
Static,2030,Staple crops,0.08715909492221215,Africa
Static,2030,Livestock,0.7428374845343514,China
Static,2030,Staple crops,0.12710029516255908,China
Static,2030,Livestock,0.2419576879957187,Europe
Static,2030,Staple crops,0.05295071599422086,Europe
Static,2030,Livestock,0.10880831290948317,South Asia
Static,2030,Staple crops,0.07555753107812263,South Asia
Static,2030,Livestock,0.3337702960531651,Latin America
Static,2030,Staple crops,0.061229884662042475,Latin America
Static,2030,Livestock,0.5593448481023363,Middle East
Static,2030,Staple crops,0.11927271246213768,Middle East
Static,2030,Livestock,0.3155527647941958,North America
Static,2030,Staple crops,0.046173671045427606,North America
Static,2030,Livestock,0.5618509235066991,Pacific OECD
Static,2030,Staple crops,0.16359297041080204,Pacific OECD
Static,2030,Livestock,0.2389244901513968,Reforming
Static,2030,Staple crops,0.04294564611358885,Reforming
Static,2030,Livestock,0.5583202157314784,Rest of Asia
Static,2030,Staple crops,0.09238485953742483,Rest of Asia
Static,2035,Livestock,0.644582959827675,Africa
Static,2035,Staple crops,0.08743455726817323,Africa
Static,2035,Livestock,0.7503045299604966,China
Static,2035,Staple crops,0.12723413846241313,China
Static,2035,Livestock,0.24484736927011175,Europe
Static,2035,Staple crops,0.05327469155871167,Europe
Static,2035,Livestock,0.11434315777078197,South Asia
Static,2035,Staple crops,0.07737979456666896,South Asia
Static,2035,Livestock,0.34072687614228864,Latin America
Static,2035,Staple crops,0.06141534489629128,Latin America
Static,2035,Livestock,0.5650004766238929,Middle East
Static,2035,Staple crops,0.11960964119980443,Middle East
Static,2035,Livestock,0.31999345823863834,North America
Static,2035,Staple crops,0.04633137754838131,North America
